TimeStamp	Name	Time Stamp	Hub Wind Speed	Hub Turbulence	Shear Exponent	Profile Rotor Wind Speed	Profile Hub Wind Speed	Hub to Rotor Ratio	Hub to Rotor Deviation	Input Hub Wind Speed	Wind Speed Bin	Turbulence Bin	Base Power	Hub Power	Rotor Equivalent Wind Speed	REWS Power	Turbulence Power	Combined Power
2011-10-07 12:50:00	Dataset 1	2011-10-07 12:50:00	15.5	0.135484	0.14961661428566286	15.14644164101634	15.155525770272769	0.9994006061291356	-0.0005993938708643842	15.5	16.0	0.13	2000.0	2000.0	15.490709395001602	2000.0	1997.4892589358099	1997.4620217823087
2011-10-07 13:00:00	Dataset 1	2011-10-07 13:00:00	15.7	0.12229300000000001	0.11828668119446632	14.865888404223298	14.898415775567168	0.9978167228090645	-0.002183277190935473	15.7	16.0	0.13	2000.0	2000.0	15.665722548102313	2000.0	1999.490181893595	1999.4548626778608
2011-10-07 13:10:00	Dataset 1	2011-10-07 13:10:00	16.66	0.120648	0.16316628639604952	16.637036507982007	16.573769634482186	1.0038172893008113	0.0038172893008112663	16.66	17.0	0.13	2000.0	2000.0	16.723596039751516	2000.0	2000.0	2000.0
2011-10-07 13:20:00	Dataset 1	2011-10-07 13:20:00	15.2	0.157895	0.1443842639868537	14.463670947919708	14.515697972827605	0.9964158096286319	-0.0035841903713681456	15.2	15.0	0.15000000000000002	2000.0	2000.0	15.145520306355204	2000.0	1988.924579008118	1988.448812358401
2011-10-07 13:30:00	Dataset 1	2011-10-07 13:30:00	15.43	0.136747	0.15272742492790425	15.137451054893784	15.19810783344376	0.9960089256363546	-0.0039910743636454304	15.43	15.0	0.13	2000.0	2000.0	15.368417722568951	2000.0	1997.0261508893682	1996.8148768998585
2011-10-07 13:40:00	Dataset 1	2011-10-07 13:40:00	14.41	0.149202	0.13320289818685824	14.002616490477944	14.026813714870931	0.9982749307943447	-0.001725069205655294	14.41	14.0	0.15000000000000002	2000.0	2000.0	14.385141752746508	2000.0	1985.1159273535482	1984.806910356491
2011-10-07 13:50:00	Dataset 1	2011-10-07 13:50:00	15.11	0.14030399999999998	0.13917351885742446	14.430222103398162	14.375629771801885	1.0037975610434375	0.003797561043437536	15.11	15.0	0.15000000000000002	2000.0	2000.0	15.16738114736634	2000.0	1994.7920036632142	1995.0853401096572
2011-10-07 14:00:00	Dataset 1	2011-10-07 14:00:00	14.98	0.141522	0.11707573058826029	14.58466615411766	14.532624542434947	1.003581019486931	0.003581019486931014	14.98	15.0	0.15000000000000002	2000.0	2000.0	15.033643671914227	2000.0	1993.670181334957	1993.993341130437
2011-10-07 14:10:00	Dataset 1	2011-10-07 14:10:00	15.61	0.149904	0.1526610299646106	15.424082684044738	15.422633447538466	1.0000939681612224	9.396816122242413e-05	15.61	16.0	0.15000000000000002	2000.0	2000.0	15.611466842996682	2000.0	1994.5241536075673	1994.5312199441894
2011-10-07 14:30:00	Dataset 1	2011-10-07 14:30:00	15.0	0.138	0.1646850173636666	14.193636909311667	14.281301445117796	0.9938615863447027	-0.006138413655297326	15.0	15.0	0.13	2000.0	2000.0	14.90792379517054	2000.0	1994.8883647647729	1994.379155758168
2011-10-07 14:40:00	Dataset 1	2011-10-07 14:40:00	14.4	0.130556	0.10335610333211963	14.321142395319974	14.425629920759347	0.9927568136702988	-0.007243186329701223	14.4	14.0	0.13	2000.0	2000.0	14.295698116852302	2000.0	1993.7048260119363	1992.9656760954454
2011-10-07 14:50:00	Dataset 1	2011-10-07 14:50:00	13.88	0.127522	0.12310293503542832	13.434160626384179	13.483894509659654	0.9963116083977187	-0.0036883916022812935	13.88	14.0	0.13	1999.88	1999.88	13.828805124560336	1999.83	1990.733597649826	1990.1996002323617
2011-10-07 15:00:00	Dataset 1	2011-10-07 15:00:00	13.01	0.126826	0.1543218739155913	12.880848210717135	12.956586756126882	0.9941544369026101	-0.0058455630973899275	13.01	13.0	0.13	1999.01	1999.01	12.933949224102957	1998.23	1979.4165388329516	1977.40588274755
2011-10-07 15:10:00	Dataset 1	2011-10-07 15:10:00	12.77	0.11667999999999999	0.13407699240267582	12.580013305166915	12.494050437685843	1.0068803041823637	0.006880304182363739	12.77	13.0	0.11	1996.47	1996.47	12.857861484408785	1997.46	1982.888113946391	1984.847710654618
2011-10-07 15:20:00	Dataset 1	2011-10-07 15:20:00	13.34	0.125937	0.14932764729813805	12.819570181181227	12.776790694839825	1.0033482184504032	0.0033482184504032286	13.34	13.0	0.13	1999.34	1999.34	13.384665234128379	1999.38	1985.2042233193051	1985.8077385296456
2011-10-07 15:30:00	Dataset 1	2011-10-07 15:30:00	12.93	0.15931900000000002	0.1553733359628331	12.82068812903235	12.936954004060496	0.9910128864188854	-0.008987113581114592	12.93	13.0	0.15000000000000002	1998.23	1998.23	12.813796621396188	1996.91	1941.2593255346792	1936.0671527849925
2011-10-07 15:40:00	Dataset 1	2011-10-07 15:40:00	12.14	0.133443	0.21464169089641438	11.87640592922901	11.756542215171898	1.0101954904650814	0.010195490465081392	12.14	12.0	0.13	1989.54	1989.54	12.26377325424609	1990.86	1944.5213932311844	1948.6690014426656
2011-10-07 15:50:00	Dataset 1	2011-10-07 15:50:00	12.65	0.15415	0.17187042551826084	11.715087416828212	11.69385012485227	1.0018161077617034	0.0018161077617033783	12.65	13.0	0.15000000000000002	1995.15	1995.15	12.672973763185547	1995.37	1935.6325082571968	1936.5992443553228
2011-10-07 16:00:00	Dataset 1	2011-10-07 16:00:00	13.02	0.119816	0.16979566162541582	12.544679916237282	12.510954712546365	1.0026956538861975	0.0026956538861975243	13.02	13.0	0.11	1999.02	1999.02	13.055097413598292	1999.06	1985.6030332533282	1986.053035149534
2011-10-07 16:10:00	Dataset 1	2011-10-07 16:10:00	12.95	0.10733599999999999	0.18063662932217264	13.040676432346983	12.885504911391136	1.0120423314431917	0.012042331443191667	12.95	13.0	0.11	1998.45	1998.45	13.10594819218933	1999.11	1993.8276616001997	1995.1663953955594
2011-10-07 16:20:00	Dataset 1	2011-10-07 16:20:00	12.45	0.12931700000000002	0.15272742492790425	12.355407600940302	12.330703843078917	1.0020034345302398	0.002003434530239767	12.45	12.0	0.13	1992.95	1992.95	12.474942759901484	1993.17	1960.325468783898	1961.056806541965
2011-10-07 16:30:00	Dataset 1	2011-10-07 16:30:00	12.01	0.121565	0.17265537451774163	11.442788816893746	11.379455452744901	1.005565588301817	0.0055655883018170815	12.01	12.0	0.13	1988.11	1988.11	12.076842715504823	1988.88	1958.0595448917284	1959.8661387146788
2011-10-07 16:40:00	Dataset 1	2011-10-07 16:40:00	11.75	0.123404	0.18168465364034134	11.38816804881362	11.334033911256046	1.0047762463021936	0.004776246302193643	11.75	12.0	0.13	1967.0	1967.0	11.806120894050775	1972.04	1930.200946736359	1936.059794812221
2011-10-07 16:50:00	Dataset 1	2011-10-07 16:50:00	11.43	0.10936099999999999	0.15628204181793479	10.754638022167283	10.706740630324463	1.0044735735642238	0.004473573564223843	11.43	11.0	0.11	1940.12	1940.12	11.481132945839079	1944.32	1923.9692329874033	1928.4032613471093
2011-10-07 17:00:00	Dataset 1	2011-10-07 17:00:00	10.59	0.111426	0.19687816294709987	10.452630795798676	10.479125094384349	0.9974717070034911	-0.0025282929965089185	10.59	11.0	0.11	1794.53	1794.53	10.56322537716697	1786.52	1775.3094055430079	1767.5015684253851
2011-10-07 17:10:00	Dataset 1	2011-10-07 17:10:00	10.72	0.115672	0.1857942350704327	10.175871737335976	10.159403390251923	1.001620995490725	0.001620995490724919	10.72	11.0	0.11	1829.24	1829.24	10.737377071660571	1834.58	1801.829973958918	1807.0513266645792
2011-10-07 17:20:00	Dataset 1	2011-10-07 17:20:00	10.7	0.107477	0.172013357208744	10.524998978016226	10.412345534082347	1.0108192187404015	0.010819218740401482	10.7	11.0	0.11	1823.9	1823.9	10.815765640522295	1855.94	1810.8343415371805	1842.530790923488
