time	Name	Time Stamp	Hub Wind Speed	Hub Turbulence	Hub Density	Actual Power	Density Corrected Hub Wind Speed	Input Hub Wind Speed	Wind Speed Bin	Turbulence Bin	Base Power	Hub Power	Turbulence Power
2006-07-10 18:15:00	Dataset 4	2006-07-10 18:15:00	7.34581058484427	0.12559744038370943	1.17855388214783	433.5170341	7.251772598782985	7.251772598782985	7.0	0.13	433.5170341	377.75	383.98269265159706
2006-07-10 18:25:00	Dataset 4	2006-07-10 18:25:00	7.199409094581681	0.1606443680038161	1.178095779186848	339.6292585	7.106324299450908	7.106324299450908	7.0	0.17	339.6292585	352.69	368.6956453458731
2006-07-10 18:35:00	Dataset 4	2006-07-10 18:35:00	7.442815238270126	0.16517894219361795	1.1778051647248142	393.7875752	7.345979183744058	7.345979183744058	7.0	0.17	393.7875752	395.65	414.78436269341495
2006-07-10 18:45:00	Dataset 4	2006-07-10 18:45:00	6.7531479328172415	0.12989898262661678	1.1776211217506016	230.36072140000002	6.664937726931746	6.664937726931746	7.0	0.13	230.36072140000002	286.76	292.6273436492543
2006-07-10 18:55:00	Dataset 4	2006-07-10 18:55:00	7.296065882959391	0.16805565638651518	1.1774295816445588	307.2144289	7.200373612916205	7.200373612916205	7.0	0.17	307.2144289	368.8	387.9785733717093
2006-07-10 19:05:00	Dataset 4	2006-07-10 19:05:00	7.827802456553992	0.13917129846421614	1.1771559420609385	330.761523	7.7245376454187475	7.7245376454187475	8.0	0.13	330.761523	461.88	473.74274527730955
2006-07-10 19:35:00	Dataset 4	2006-07-10 19:35:00	7.806185128562062	0.1706403248273168	1.1764218998110454	471.743487	7.701603992084981	7.701603992084981	8.0	0.17	471.743487	458.3	482.1553079668093
2006-07-10 19:55:00	Dataset 4	2006-07-10 19:55:00	7.096142870289198	0.1395932131168647	1.1762897350357415	348.9478958	7.000812134536477	7.000812134536477	7.0	0.13	348.9478958	333.0	341.9864630970581
2006-07-10 20:05:00	Dataset 4	2006-07-10 20:05:00	7.224902633110096	0.12292244713859893	1.1759679416760305	351.4529058	7.127192079120222	7.127192079120222	7.0	0.13	351.4529058	356.27	361.5133275929485
2006-07-10 20:15:00	Dataset 4	2006-07-10 20:15:00	6.851991301497584	0.16455418073189412	1.1756614152161253	275.5511022	6.758736706866851	6.758736706866851	7.0	0.17	275.5511022	300.36	315.4180649965219
2006-07-10 20:25:00	Dataset 4	2006-07-10 20:25:00	6.31200602514597	0.14766734209168392	1.175570404042809	233.5170341	6.225939886785504	6.225939886785504	6.0	0.15000000000000002	233.5170341	228.28	236.4477324009123
2006-07-10 20:35:00	Dataset 4	2006-07-10 20:35:00	6.397463672688311	0.15404586777213802	1.1752231345699757	252.4048096	6.309610873663779	6.309610873663779	6.0	0.15000000000000002	252.4048096	239.16	249.04395624081954
2006-07-10 20:45:00	Dataset 4	2006-07-10 20:45:00	6.167080171333596	0.13879655837438246	1.175076089725331	213.67735469999997	6.082137411949484	6.082137411949484	6.0	0.13	213.67735469999997	207.88	213.86348498723095
2006-07-10 20:55:00	Dataset 4	2006-07-10 20:55:00	6.276875444242951	0.16875589461816323	1.1747897053291163	237.97595189999998	6.189917469536367	6.189917469536367	6.0	0.17	237.97595189999998	222.84	235.45707926545344
2006-07-10 21:05:00	Dataset 4	2006-07-10 21:05:00	6.716802542210703	0.16066532613073015	1.1748853063970521	307.7154309	6.623929616836186	6.623929616836186	7.0	0.17	307.7154309	281.32	294.44203073559686
2006-07-10 21:15:00	Dataset 4	2006-07-10 21:15:00	6.646942469634321	0.13823549913326538	1.1747459761761843	288.0761523	6.554776364466498	6.554776364466498	7.0	0.13	288.0761523	271.8	279.1068238792132
2006-07-10 21:45:00	Dataset 4	2006-07-10 21:45:00	7.412600674088301	0.16124334218867192	1.1741042098180807	269.03807620000003	7.308486632444133	7.308486632444133	7.0	0.17	269.03807620000003	388.49	405.96162321700905
2006-07-10 22:05:00	Dataset 4	2006-07-10 22:05:00	7.692482952825198	0.1591679470086208	1.1738183608521402	385.77154310000003	7.583822255369159	7.583822255369159	8.0	0.15000000000000002	385.77154310000003	436.82	455.2698819449944
2006-07-10 22:15:00	Dataset 4	2006-07-10 22:15:00	8.691775837524998	0.16934239291416456	1.1741226107359481	625.0501002000001	8.569739847913382	8.569739847913382	9.0	0.17	625.0501002000001	639.11	668.9641902263986
2006-07-10 22:25:00	Dataset 4	2006-07-10 22:25:00	9.110086806400275	0.12776320464721372	1.174455661827089	773.1963927999999	8.983026777607506	8.983026777607506	9.0	0.13	773.1963927999999	730.54	741.8405480705125
2006-07-10 22:35:00	Dataset 4	2006-07-10 22:35:00	7.8068452433625675	0.16876320510133777	1.1746374473489898	462.27454910000006	7.698358910590139	7.698358910590139	8.0	0.17	462.27454910000006	458.3	481.27602949839377
2006-07-10 22:45:00	Dataset 4	2006-07-10 22:45:00	8.124709615310325	0.19895112558287545	1.1750053390884851	576.6032064	8.01264247559654	8.01264247559654	8.0	0.19	576.6032064	514.23	555.1255929635456
2006-07-10 22:55:00	Dataset 4	2006-07-10 22:55:00	7.763584408637618	0.10783800947260089	1.175200765460534	435.6212425	7.656922854751416	7.656922854751416	8.0	0.11	435.6212425	451.14	453.1807977157213
2006-07-11 13:05:00	Dataset 4	2006-07-11 13:05:00	5.232148843428694	0.18486432495413432	1.1831038304822659	80.46092184	5.17180745082737	5.17180745082737	5.0	0.19	80.46092184	111.51	122.49088590322793
2006-07-11 15:05:00	Dataset 4	2006-07-11 15:05:00	5.8101221392022975	0.13289168514898175	1.1845073813363878	156.91382769999998	5.745385266769208	5.745385266769208	6.0	0.13	156.91382769999998	171.25	175.5873648975575
2006-07-11 15:35:00	Dataset 4	2006-07-11 15:35:00	5.534554704643245	0.15333075003993507	1.1858232686572767	152.6052104	5.474914116210823	5.474914116210823	5.0	0.15000000000000002	152.6052104	142.41	149.42735293036088
2006-07-11 15:45:00	Dataset 4	2006-07-11 15:45:00	6.0985354998864025	0.13310556428098524	1.1858038591614826	204.4589178	6.032784516148705	6.032784516148705	6.0	0.13	204.4589178	201.08	205.92990716452638
2006-07-11 15:55:00	Dataset 4	2006-07-11 15:55:00	5.884866581945366	0.1406994261416693	1.184954594270637	197.1943888	5.820029170531223	5.820029170531223	6.0	0.15000000000000002	197.1943888	178.46	184.16937041445436
2006-07-11 16:05:00	Dataset 4	2006-07-11 16:05:00	6.180719668184522	0.12290196591671756	1.1864201959640275	204.4088176	6.115141728458226	6.115141728458226	6.0	0.13	204.4088176	213.32	216.63616160526365
2006-07-11 16:15:00	Dataset 4	2006-07-11 16:15:00	5.274561095579431	0.12895784306490773	1.1863080600789695	130.6112224	5.218433153086635	5.218433153086635	5.0	0.13	130.6112224	116.66	119.85605285006106
2006-07-11 16:25:00	Dataset 4	2006-07-11 16:25:00	6.1513079531568895	0.11215683205161811	1.1862666314755095	196.5931864	6.085779480184702	6.085779480184702	6.0	0.11	196.5931864	209.24	210.8785088160579
2006-07-11 16:35:00	Dataset 4	2006-07-11 16:35:00	5.754919375583826	0.11373470474268785	1.1859645496350142	172.14428859999998	5.693130206832883	5.693130206832883	6.0	0.11	172.14428859999998	165.07	166.73111413934168
2006-07-11 16:45:00	Dataset 4	2006-07-11 16:45:00	5.462488563099994	0.1192425412842144	1.1849302902517207	133.0160321	5.402267830741595	5.402267830741595	5.0	0.11	133.0160321	135.2	137.38461166337737
2006-07-11 16:55:00	Dataset 4	2006-07-11 16:55:00	6.031329979039117	0.12474251394215095	1.1856406435121503	194.98998	5.96602981821106	5.96602981821106	6.0	0.13	194.98998	193.91	197.27438276436303
2006-07-11 17:05:00	Dataset 4	2006-07-11 17:05:00	6.063072808073998	0.12204746098621629	1.1859816314840894	204.95991980000002	5.99800386773144	5.99800386773144	6.0	0.13	204.95991980000002	197.0	199.7656853612886
2006-07-11 17:15:00	Dataset 4	2006-07-11 17:15:00	5.795093893581096	0.13451414702071238	1.1864494680052722	168.58717430000002	5.733654628670674	5.733654628670674	6.0	0.13	168.58717430000002	169.19	173.742922273727
2006-07-11 17:25:00	Dataset 4	2006-07-11 17:25:00	6.063779490111124	0.12403711171004612	1.1855676907380477	213.67735469999997	5.998004979426206	5.998004979426206	6.0	0.13	213.67735469999997	197.0	200.08633357701962
2006-07-11 17:35:00	Dataset 4	2006-07-11 17:35:00	6.186894913152236	0.126315361416382	1.1860230414572557	197.5951904	6.120568347107485	6.120568347107485	6.0	0.13	197.5951904	213.32	217.19902887220132
2006-07-11 17:45:00	Dataset 4	2006-07-11 17:45:00	6.049482909393438	0.1212672529185732	1.186803160751756	205.26052099999998	5.9859413315079095	5.9859413315079095	6.0	0.13	205.26052099999998	195.97	198.69608984740216
2006-07-11 17:55:00	Dataset 4	2006-07-11 17:55:00	6.187797224884623	0.1193992185181498	1.1867738661252365	209.3687375	6.122752465405159	6.122752465405159	6.0	0.11	209.3687375	213.32	216.09070327665358
2006-07-11 18:05:00	Dataset 4	2006-07-11 18:05:00	6.367607901777322	0.11105862231288033	1.1878894879292115	223.496994	6.302646700897766	6.302646700897766	6.0	0.11	223.496994	237.8	239.40476054063464
2006-07-11 18:15:00	Dataset 4	2006-07-11 18:15:00	5.930788766443342	0.13999617769187866	1.1865007894316597	191.93386769999998	5.867995478834639	5.867995478834639	6.0	0.13	191.93386769999998	183.61	189.30982532968434
2006-07-11 18:25:00	Dataset 4	2006-07-11 18:25:00	5.80702167381773	0.12016162280676582	1.187557245999923	171.64328659999998	5.747243556468361	5.747243556468361	6.0	0.13	171.64328659999998	171.25	173.785678701851
2006-07-19 16:15:00	Dataset 4	2006-07-19 16:15:00	5.27874677375386	0.24121280098732997	1.1326540431646457	37.6753507	5.142621477941651	5.142621477941651	5.0	0.25	37.6753507	108.42	130.34223818115524
2006-07-19 16:25:00	Dataset 4	2006-07-19 16:25:00	5.66562240229909	0.16364623975359927	1.137669958787298	88.17635271	5.527656244608619	5.527656244608619	6.0	0.17	88.17635271	148.59	157.37586442623586
2006-07-19 16:45:00	Dataset 4	2006-07-19 16:45:00	5.2468853165146445	0.12291178329554024	1.1385944936984274	101.002004	5.120502335641771	5.120502335641771	5.0	0.13	101.002004	106.36	108.6903001219804
2006-07-19 16:55:00	Dataset 4	2006-07-19 16:55:00	5.20894271618389	0.15447364097516672	1.1399111023132755	124.89979960000001	5.085432330319314	5.085432330319314	5.0	0.15000000000000002	124.89979960000001	103.27	109.26088178891632
2006-07-20 10:35:00	Dataset 4	2006-07-20 10:35:00	4.926309784975084	0.1028725425562256	1.1623718931697784	95.34068136	4.840884515251485	4.840884515251485	5.0	0.11	95.34068136	81.84	82.0253677180596
2006-07-20 10:45:00	Dataset 4	2006-07-20 10:45:00	5.700707077154958	0.08427957505927122	1.1630984164602869	155.31062119999999	5.603020152992852	5.603020152992852	6.0	0.09	155.31062119999999	155.8	154.17957663306686
2006-07-20 10:55:00	Dataset 4	2006-07-20 10:55:00	5.0585481982774425	0.1345323435351945	1.1643890468519809	94.28857715	4.97370359225367	4.97370359225367	5.0	0.13	94.28857715	91.72	95.02574536306614
2006-07-20 11:05:00	Dataset 4	2006-07-20 11:05:00	4.704975707084803	0.10899557339430846	1.1659323350086552	40.03006012	4.6281043038965075	4.6281043038965075	5.0	0.11	40.03006012	65.88	66.12414365663179
2006-07-20 11:45:00	Dataset 4	2006-07-20 11:45:00	6.750503449360618	0.11486118106841946	1.1667184084693694	256.8136273	6.641703502603234	6.641703502603234	7.0	0.11	256.8136273	284.04	286.6869828401373
2006-07-20 11:55:00	Dataset 4	2006-07-20 11:55:00	6.605875184570444	0.14553376065074938	1.1672311713549492	306.9639279	6.500358261441873	6.500358261441873	7.0	0.15000000000000002	306.9639279	265.0	273.6275503726091
2006-07-20 12:05:00	Dataset 4	2006-07-20 12:05:00	7.378168295355002	0.09336970768662219	1.1682911937487506	381.91382769999996	7.262512541266555	7.262512541266555	7.0	0.09	381.91382769999996	379.54	378.1113735285636
2006-07-20 12:15:00	Dataset 4	2006-07-20 12:15:00	6.149549233117371	0.14901809307662947	1.1697788245406446	218.03607209999998	6.0557207255123995	6.0557207255123995	6.0	0.15000000000000002	218.03607209999998	205.16	212.95288180012292
2006-07-20 12:25:00	Dataset 4	2006-07-20 12:25:00	5.992792200663957	0.17454335791655026	1.1704893538174945	234.2184369	5.902550053732235	5.902550053732235	6.0	0.17	234.2184369	186.7	199.07297360288493
2006-07-20 12:35:00	Dataset 4	2006-07-20 12:35:00	5.939325373008333	0.16697260155284116	1.170891642906911	204.85971940000002	5.850558465443003	5.850558465443003	6.0	0.17	204.85971940000002	181.55	192.11313386433036
2006-07-20 12:45:00	Dataset 4	2006-07-20 12:45:00	6.058906561763169	0.1815580243376261	1.1703708068634302	182.41482969999998	5.967467360244791	5.967467360244791	6.0	0.19	182.41482969999998	193.91	208.2330583459984
2006-07-20 12:55:00	Dataset 4	2006-07-20 12:55:00	6.092633317612729	0.1888394845089432	1.170203922543432	213.1262525	6.000399893924579	6.000399893924579	6.0	0.19	213.1262525	197.0	213.3392658313498
2006-07-20 13:05:00	Dataset 4	2006-07-20 13:05:00	5.998843177448733	0.19028300177792992	1.1702436103999247	172.1943888	5.908096387424357	5.908096387424357	6.0	0.19	172.1943888	187.73	203.70996975621088
2006-07-20 13:15:00	Dataset 4	2006-07-20 13:15:00	6.019053291215426	0.18027937393139173	1.1704259775656383	245.0901804	5.92830869289709	5.92830869289709	6.0	0.19	245.0901804	189.79	203.64846497389448
2006-07-20 13:25:00	Dataset 4	2006-07-20 13:25:00	6.690985644920218	0.13605256733604223	1.171311902431253	328.9579158	6.591773164509829	6.591773164509829	7.0	0.13	328.9579158	277.24	284.1747559238212
2006-07-20 13:35:00	Dataset 4	2006-07-20 13:35:00	6.389726358111059	0.1408406796415676	1.1714538215445451	235.6212425	6.295235113242315	6.295235113242315	6.0	0.15000000000000002	235.6212425	237.8	244.7764966416794
2006-07-20 13:45:00	Dataset 4	2006-07-20 13:45:00	6.848509434005809	0.14338552957583137	1.1714538215445451	292.53507010000004	6.747233707058115	6.747233707058115	7.0	0.15000000000000002	292.53507010000004	299.0	308.2562235295654
2006-07-20 13:55:00	Dataset 4	2006-07-20 13:55:00	6.423849899323555	0.18018005699695472	1.1712173700167627	285.9218437	6.328428192203732	6.328428192203732	6.0	0.19	285.9218437	241.88	258.27894898202396
2006-07-20 14:05:00	Dataset 4	2006-07-20 14:05:00	6.163367591189138	0.19780310616923386	1.171167926384278	274.2985972	6.071729719958129	6.071729719958129	6.0	0.19	274.2985972	206.52	225.42231313213244
2006-07-20 14:15:00	Dataset 4	2006-07-20 14:15:00	6.984458018981756	0.14314549794455733	1.1713141808425203	317.8857715	6.88089845553511	6.88089845553511	7.0	0.15000000000000002	317.8857715	316.68	326.41070711777417
2006-07-20 14:25:00	Dataset 4	2006-07-20 14:25:00	6.581352294039996	0.0967109698072838	1.171695907475842	244.2885772	6.484473905558202	6.484473905558202	6.0	0.09	244.2885772	262.28	261.7672448987265
2006-07-20 14:35:00	Dataset 4	2006-07-20 14:35:00	5.92613225969071	0.18826127297034495	1.1711349696868545	188.42685369999998	5.83796687764311	5.83796687764311	6.0	0.19	188.42685369999998	180.52	195.62301293581586
2006-07-20 14:45:00	Dataset 4	2006-07-20 14:45:00	6.305048055798316	0.17057396842692707	1.170695441391628	258.5671343	6.210468269199502	6.210468269199502	6.0	0.17	258.5671343	225.56	238.71985473370978
2006-07-20 14:55:00	Dataset 4	2006-07-20 14:55:00	6.392610657917351	0.16831824391922967	1.1701914917290046	285.5711423	6.29581372945978	6.29581372945978	6.0	0.17	285.5711423	237.8	250.95464836673676
2006-07-20 15:05:00	Dataset 4	2006-07-20 15:05:00	6.4472602357367785	0.18091512585992361	1.16968799654752	276.7034068	6.348724992271588	6.348724992271588	6.0	0.19	276.7034068	244.6	261.35523591860476
2006-07-20 15:15:00	Dataset 4	2006-07-20 15:15:00	5.890669567878305	0.1551810525894507	1.1686582223376514	214.6793587	5.798938089035354	5.798938089035354	6.0	0.15000000000000002	214.6793587	176.4	184.38449747053963
2006-07-20 15:25:00	Dataset 4	2006-07-20 15:25:00	5.684539571833052	0.15804828071770977	1.1681965632217521	170.94188380000003	5.595281049777749	5.595281049777749	6.0	0.15000000000000002	170.94188380000003	155.8	163.88718789098277
2006-07-20 15:45:00	Dataset 4	2006-07-20 15:45:00	5.2104802594652675	0.15134353490112412	1.1671532041427957	125.10020039999999	5.127138085853808	5.127138085853808	5.0	0.15000000000000002	125.10020039999999	107.39	113.2616045711658
2006-07-20 15:55:00	Dataset 4	2006-07-20 15:55:00	5.409021735444368	0.16246355329681558	1.1668180975002924	134.6192385	5.321994432121281	5.321994432121281	5.0	0.17	134.6192385	126.96	134.9047511230211
2006-07-20 16:05:00	Dataset 4	2006-07-20 16:05:00	5.698774246728382	0.16010783240340004	1.1664669283932652	159.1683367	5.606522467210302	5.606522467210302	6.0	0.17	159.1683367	156.83	165.2487551057074
2006-07-20 16:15:00	Dataset 4	2006-07-20 16:15:00	4.614905429698331	0.13227007298390114	1.1663862431246483	58.11623246	4.540094637526142	4.540094637526142	5.0	0.13	58.11623246	59.04	60.78448044876184
2006-07-20 16:55:00	Dataset 4	2006-07-20 16:55:00	4.762796357299243	0.1416313760646512	1.1655443341809586	78.05611222	4.684460512369129	4.684460512369129	5.0	0.15000000000000002	78.05611222	69.68	72.65165162983624
2006-07-20 17:05:00	Dataset 4	2006-07-20 17:05:00	5.199314722055759	0.14197898520521285	1.1655563753013878	117.0841683	5.113816874052004	5.113816874052004	5.0	0.15000000000000002	117.0841683	105.33	109.80051513422637
2006-07-20 17:35:00	Dataset 4	2006-07-20 17:35:00	4.789615067122939	0.20201220483073215	1.165661039688711	98.64729459	4.710995349085083	4.710995349085083	5.0	0.21000000000000002	98.64729459	71.96	82.72254578621799
2006-07-20 17:45:00	Dataset 4	2006-07-20 17:45:00	4.669909800635334	0.13144910463077597	1.1656448302960594	98.74749499	4.59323370824185	4.59323370824185	5.0	0.13	98.74749499	62.84	64.7686557429839
2006-07-21 03:25:00	Dataset 4	2006-07-21 03:25:00	4.822198745565674	0.10227618292454783	1.1766645157792928	65.88176353	4.757921748463643	4.757921748463643	5.0	0.11	65.88176353	75.76	76.01418319990984
2006-07-21 03:35:00	Dataset 4	2006-07-21 03:35:00	4.78140648762035	0.10405982659876842	1.1770290978434232	54.75951904	4.7181604234454895	4.7181604234454895	5.0	0.11	54.75951904	72.72	72.98877365535576
2006-07-28 15:45:00	Dataset 4	2006-07-28 15:45:00	4.111781589495483	0.11751137152673677	1.1616715097854866	21.99398798	4.0396690551040955	4.0396690551040955	4.0	0.11	21.99398798	21.04	22.73857039328101
2006-07-28 15:55:00	Dataset 4	2006-07-28 15:55:00	4.1126807541151305	0.08982882336061282	1.1622785862819796	11.47294589	4.041256176703027	4.041256176703027	4.0	0.09	11.47294589	21.04	20.137208161526548
2006-07-29 20:35:00	Dataset 4	2006-07-29 20:35:00	6.156767726976459	0.12486380046978496	1.1556227982873468	151.8036072	6.038273408135567	6.038273408135567	6.0	0.13	151.8036072	202.44	205.95944973888587
2006-07-29 20:45:00	Dataset 4	2006-07-29 20:45:00	6.472376319593252	0.1644266942233174	1.156583442434442	209.1182365	6.349566182378724	6.349566182378724	6.0	0.17	209.1182365	244.6	257.1196242849919
2006-07-30 04:25:00	Dataset 4	2006-07-30 04:25:00	7.025292897827561	0.04765261333139895	1.166766013649566	325.0501002	6.912158093605092	6.912158093605092	7.0	0.05	325.0501002	320.76	312.97054311549033
2006-07-30 04:35:00	Dataset 4	2006-07-30 04:35:00	6.810793347667578	0.06703818801907437	1.16710051818795	311.22244489999997	6.701753156444242	6.701753156444242	7.0	0.06999999999999999	311.22244489999997	292.2	287.4141616949763
2006-07-30 04:45:00	Dataset 4	2006-07-30 04:45:00	7.54948588591425	0.045702934241358094	1.166386642512494	402.8056112	7.42710437320717	7.42710437320717	7.0	0.05	402.8056112	409.97	400.90862703001073
2006-07-30 04:55:00	Dataset 4	2006-07-30 04:55:00	7.344661122662628	0.043712144731819946	1.166113391512933	376.90380760000005	7.225035642819427	7.225035642819427	7.0	0.05	376.90380760000005	374.17	365.2074222026409
2006-07-30 05:05:00	Dataset 4	2006-07-30 05:05:00	7.275233247698482	0.050790150558663455	1.1662150528773292	357.3647295	7.156946535822264	7.156946535822264	7.0	0.05	357.3647295	361.64	353.58978105670764
2006-07-30 05:15:00	Dataset 4	2006-07-30 05:15:00	7.489983440006351	0.023866742087195914	1.1658519624004569	389.52905810000004	7.367440389308039	7.367440389308039	7.0	0.03	389.52905810000004	399.23	389.17908358271455
2006-07-30 05:25:00	Dataset 4	2006-07-30 05:25:00	7.277238384881563	0.03119989713016598	1.1660430279588052	355.6112224	7.15856705756805	7.15856705756805	7.0	0.03	355.6112224	361.64	351.4009767648634
2006-07-30 05:35:00	Dataset 4	2006-07-30 05:35:00	6.700159903591139	0.04733909601620086	1.1662060595961163	273.84769539999996	6.591206263214349	6.591206263214349	7.0	0.05	273.84769539999996	277.24	271.11394004177083
2006-07-30 05:45:00	Dataset 4	2006-07-30 05:45:00	6.152807581039877	0.12734353019822187	1.1665852279944207	228.2064128	6.053410533938744	6.053410533938744	6.0	0.13	228.2064128	203.8	207.7278041853086
2006-07-30 05:55:00	Dataset 4	2006-07-30 05:55:00	6.263240511398008	0.0865429267826428	1.166711863046406	210.02004010000002	6.16228240799722	6.16228240799722	6.0	0.09	210.02004010000002	218.76	217.2927769998954
2006-07-30 06:35:00	Dataset 4	2006-07-30 06:35:00	5.598833933438877	0.07410532138165435	1.1667764450498865	143.2364729	5.508687136892448	5.508687136892448	6.0	0.06999999999999999	143.2364729	146.53	144.0692027998737
2006-07-30 06:45:00	Dataset 4	2006-07-30 06:45:00	5.699270228432052	0.0965823377270244	1.1666291311976558	169.2885772	5.607270301785137	5.607270301785137	6.0	0.09	169.2885772	156.83	156.46307743974816
2006-07-30 10:25:00	Dataset 4	2006-07-30 10:25:00	6.881013185514336	0.1221768019235615	1.165925041357179	285.0701403	6.768574869614564	6.768574869614564	7.0	0.13	285.0701403	301.72	306.0900628578206
2006-07-30 10:35:00	Dataset 4	2006-07-30 10:35:00	8.181609057130034	0.1247035722283576	1.1656768327029956	553.8076152000001	8.047347384875046	8.047347384875046	8.0	0.13	553.8076152000001	523.15	531.032346321324
