TimeStamp	Name	Time Stamp	Hub Wind Speed	Hub Turbulence	Profile Rotor Wind Speed	Profile Hub Wind Speed	Hub to Rotor Ratio	Hub to Rotor Deviation	Input Hub Wind Speed	Wind Speed Bin	Turbulence Bin	Base Power	Hub Power	Rotor Equivalent Wind Speed	REWS Power	Turbulence Power	Combined Power
2012-12-06 14:20:00	Dataset 3	2012-12-06 14:20:00	11.253929	0.120847	11.169299232023562	11.225188946858522	0.9950210446256585	-0.004978955374341454	11.253929	11.0	0.13	1925.0	1925.0	11.197896189722993	1920.8	1885.6102174270504	1881.0539777898189
2012-12-06 15:00:00	Dataset 3	2012-12-06 15:00:00	11.965925	0.20057	12.203212014222478	12.261364807911944	0.9952572332199152	-0.004742766780084784	11.965925	12.0	0.21000000000000002	1985.48	1985.48	11.909173408417015	1980.44	1825.9882823071582	1817.8804714779822
2012-12-06 15:10:00	Dataset 3	2012-12-06 15:10:00	10.698524	0.157031	10.913923117403312	10.823514968810109	1.008352937918387	0.008352937918387093	10.698524	11.0	0.15000000000000002	1823.9	1823.9	10.787888106790374	1847.93	1721.2123517827729	1743.4200532733942
2012-12-06 15:20:00	Dataset 3	2012-12-06 15:20:00	10.788983	0.120493	10.39350678580289	10.392986582731059	1.0000500532804204	5.005328042040347e-05	10.788983	11.0	0.13	1847.93	1847.93	10.78952302399155	1847.93	1808.5638392054773	1808.5219581895499
2012-12-06 15:30:00	Dataset 3	2012-12-06 15:30:00	11.312297000000001	0.141439	11.19113500450111	11.211428023679574	0.9981899701683316	-0.0018100298316684471	11.312297000000001	11.0	0.15000000000000002	1930.04	1930.04	11.291821404965308	1928.36	1852.5259325168781	1850.774735834477
2012-12-06 15:40:00	Dataset 3	2012-12-06 15:40:00	10.624902	0.140237	10.564138895272363	10.645109291674181	0.9923936528800932	-0.00760634711990682	10.624902	11.0	0.15000000000000002	1802.54	1802.54	10.544085307273008	1781.18	1730.3363311157345	1710.8670380450717
2012-12-06 19:40:00	Dataset 3	2012-12-06 19:40:00	13.065905	0.189807	13.087236497304389	13.039012618871352	1.0036984302295437	0.0036984302295437477	13.065905	13.0	0.19	1999.07	1999.07	13.114228338028347	1999.11	1915.9780455834534	1918.3734817562909
2012-12-06 19:50:00	Dataset 3	2012-12-06 19:50:00	13.836151999999998	0.182854	13.75997040008416	13.788252456454627	0.9979488295228286	-0.0020511704771714045	13.836151999999998	14.0	0.19	1999.84	1999.84	13.807771693499943	1999.81	1954.05322108142	1953.223835384315
2012-12-06 20:00:00	Dataset 3	2012-12-06 20:00:00	14.488557	0.17738099999999998	14.250902701413066	14.306571687164364	0.9961088521437149	-0.003891147856285082	14.488557	14.0	0.17	2000.0	2000.0	14.432179882488786	2000.0	1973.7650887973791	1972.7852043653666
2012-12-06 20:10:00	Dataset 3	2012-12-06 20:10:00	14.552543	0.147053	14.517755096122588	14.53213306256155	0.9990106086713447	-0.0009893913286552758	14.552543	15.0	0.15000000000000002	2000.0	2000.0	14.538144840145916	2000.0	1994.0008637136289	1993.9100036061127
2012-12-06 20:20:00	Dataset 3	2012-12-06 20:20:00	14.229351999999999	0.159529	14.278247737732677	14.340236461138746	0.9956772872208869	-0.004322712779113114	14.229351999999999	14.0	0.15000000000000002	2000.0	2000.0	14.1678425982711	2000.0	1983.259826807002	1982.4127189149394
2012-12-06 21:40:00	Dataset 3	2012-12-06 21:40:00	13.803279999999999	0.161556	14.49098910640846	14.522131754153369	0.9978555043934233	-0.002144495606576702	13.803279999999999	14.0	0.17	1999.8	1999.8	13.773678926683651	1999.77	1974.0604718334007	1973.4288187395478
2012-12-06 21:50:00	Dataset 3	2012-12-06 21:50:00	15.255920999999999	0.173048	15.334146483231416	15.454567155083538	0.992208085115311	-0.007791914884689	15.255920999999999	15.0	0.17	2000.0	2000.0	15.13704816208046	2000.0	1986.336686290941	1985.1989401614828
2012-12-06 22:00:00	Dataset 3	2012-12-06 22:00:00	16.309245	0.12446900000000001	15.984761844962172	16.015625433725347	0.998072907680634	-0.0019270923193660527	16.309245	16.0	0.13	2000.0	2000.0	16.27781557922584	2000.0	2000.0	2000.0
